rating_alternateName,claimReview_url,creativeWork_author_name	,claimReview_claim,claimReview_Title,claimReview_datePublished,claimReview_Verdict,claimReview_source	
True,https://fullfact.org/economy/home-ownership/,Abass Panjwani,Home ownership is on the rise.,Is home ownership on the up?,6/13/2018,Correct over the last year in England. The proportion of homes owned by the occupier increased by 0.5 percentage points between 2016 and 2017. This follows year on year falls since 2004.,fullfact
True,https://fullfact.org/economy/two-thirds-former-grenfell-households-are-not-permanent-homes/,Grace Rahman,Most people made homeless by the Grenfell Tower fire are not in permanent accommodation., Two thirds of former Grenfell households are not in permanent homes,5/18/2018,Correct. Just under two-thirds of the 210 households who were residents of Grenfell Tower or Grenfell Walk are not in permanent accommodation.,Fullfact
True,https://fullfact.org/economy/affordable-homes-labour-conservative/,Joel Reland,"Since the Conservatives came into government in 2010, they have delivered more affordable homes than Labour did in its last seven years in office","Affordable homes: comparing Labour and                       Conservative records



",5/8/2018,"Correct. 346,000 more affordable homes were added in the seven years to 2016/17, compared to 333,000 in the seven years before that. Since 2011/12, the kinds of affordable homes being built have been typically more expensive “affordable rented” homes.",Fullfact
True,https://fullfact.org/economy/labour-non-decent-homes/,Joel Reland,The last Labour government made 1.4 million homes habitable,Did Labour make 1.4 million “non-decent” homes fit to live in?,5/4/2018,"Between the introduction of Labour’s “Decent Homes Programme” in 2000 and 2009, an estimated 1.4 million “non-decent” social sector homes in England received work to make them habitable.",Fullfact
Mixture,https://fullfact.org/economy/millennials-rent/,joel Reland,Up to a third of millennials face renting their entire lives.,Will one third of millennials rent for their entire lives?,4/30/2018,This is based on a projection made by the Resolution Foundation. Their “pessimistic” UK scenario says 66% of families where the head of household was born from 1981-1995 will own their own home by 2060. Their “optimistic” scenario says 73% will.,Fullfact
Mixture,https://fullfact.org/immigration/have-house-prices-risen-because-immigrants/,Abass Panjwani,"Based on ONS data, immigration has put English house prices up by 20% over the last 25 years.",Have house prices risen because of immigrants?,4/10/2018,"It’s impossible to say for definite. Government analysis suggests immigration has pushed English house prices up by 20% but says it’s not meant to be a complete answer, and should be used with caution. There is no consensus across other research.",Fullfact
True,https://fullfact.org/economy/million-more-homes/,Claire Milne,We built more homes in 2017 than in all but one of the last 30 years.,There are 1.1 million more homes in England since 2010,3/9/2018,"Correct for the last 26 years, looking at the total number of homes added to the overall stock including things like conversions, minus demolitions. There were 217,000 homes added in 2016/17.",Fullfact
True,https://fullfact.org/economy/social-housing-last-30-years/,Claire Milne,Social housing has been decreasing over the last 30 years and has now been placed into the private rental market.,Social housing stock has fallen over the last 30 years,3/9/2018,The British social housing sector dramatically decreased between the early 1980s and the early 2010s. This was largely down to the introduction of Right to Buy and a drop in social house building.,Fullfact
Mixture,https://fullfact.org/economy/has-92-country-not-been-built/,Hannah Phaup,About 92% of our land mass is not built on.,Has 92% of the country not been built on?,12/19/2017,It's estimated that between 88% and 99.9% of the UK isn’t ‘developed’ or built on. But that doesn’t mean all of the remainder is available for development.,Fullfact
True,https://fullfact.org/economy/128000-children-are-homeless-britain/,Hannah Phaup,1 in 100 children in this country are homeless.,"How many children are homeless in England, Scotland and Wales?",12/14/2017,Roughly this many children are in temporary accommodation in Great Britain.,Fullfact
True,https://fullfact.org/economy/house-building-record-levels/,Joel Reland,"Last year we saw 217,000 more homes being built in this country. That is a record—apart from one year—for the last 30 years.",Is house building at record levels?,12/14/2017,"217,000 is how many more homes there were in England in 2016/17 than the year before. That’s the second highest increase on record over the last 26 years. 184,000 of these were newly built in 2016/17.",Fullfact
Mixture,https://fullfact.org/economy/council-houses-labour/,joseph shuttleworth,There are more council houses that have been built in the last seven years than under the last Labour government.,Have more council houses been built in the last seven years than under Labour?,11/24/2017,"This claim is technically correct, but it ignores the major role of housing associations in the provision of social housing. Including homes built by local authorities and housing associations, Labour built more houses during their 13 years than in the 7 years since then, but built on average fewer houses per year.",Fullfact
True,https://fullfact.org/economy/do-most-people-own-one-house/,Hannah Phaup,"Most people who own a house, own one house.",Do most people own one house?,11/10/2017,"Correct for England, we haven’t yet sourced this for the rest of the UK.",Fullfact
True,https://fullfact.org/economy/did-mps-vote-against-homes-having-be-made-fit-live-in/,Claire Milne,"312 Conservative MPs voted against forcing rented homes to be made fit for human habitation. No Labour, Liberal Democrat or SNP MPs voted against it.",Did MPs vote against forcing homes to be made fit to live in?,6/26/2017,"This is roughly correct—it was 309 Conservative MPs rather than 312. There are other regulations which compel landlords to deal with serious health and safety hazards, which weren’t voted on here.",Fullfact
False,https://fullfact.org/online/ukraine-soyuz-rocket-edited/,Abbas Panjwani,"A photo shows a tractor in Ukraine towing a Russian rocket.

",Edited image falsely claims to show Ukrainian tractor pulling Russian rocket,3/16/2022,"The image has been edited. The original from 2018 shows a Russian space rocket aboard a train.

",Fullfact
True,https://fullfact.org/education/social-mobility-and-universities/,Claire Milne,More people from deprived backgrounds are going to university than ever before.,Social mobility and universities,12/8/2017,"Correct. In 2016 the proportion of 18 year-olds living in the most disadvantaged areas going to university was the highest on record for England, Scotland and Wales. It’s the second highest level it has ever been in Northern Ireland.",Fullfact
False,https://fullfact.org/health/cost-training-doctor/,Claire Milne and Richard Braham,"Putting a doctor through medical school “costs the taxpayer” £230,000.",The cost of training a doctor,10/21/2016,"That’s wrong. About £64,300 of that comes in student loans, most of which the government gets back. The rest comes in grants for tuition, living costs and clinical placements.",Fullfact
Mixture,https://fullfact.org/health/child-anxiety-pandemic/,Abbas Panjwani,"Anxiety levels among young teenagers dropped during the coronavirus pandemic, a study has suggested.",Claims of pandemic fall in child anxiety may not apply across the whole country,8/27/2020,"There is nothing wrong with the study, which surveyed year 9 students in the south west of England. But this data may not be representative of children across the country and in other age groups.",Fullfact
True,https://fullfact.org/economy/uk-eu-workers-rights-maternity/,Grace Rahman,UK sick pay is 28 weeks. The EU does not set a minimum sick pay.,"UK workers’ rights: what are the rules on sick pay, maternity and annual leave?",2/1/2019,Correct,Fullfact
